ghi,dni,dhi,air_temp,period_end,period
825,650,225,29,2026-07-07T05:40:00.0000000Z,PT5M
831,651,226,29,2026-07-07T05:45:00.0000000Z,PT5M
836,652,227,29,2026-07-07T05:50:00.0000000Z,PT5M
841,653,228,29,2026-07-07T05:55:00.0000000Z,PT5M
845,654,229,29,2026-07-07T06:00:00.0000000Z,PT5M
850,655,230,29,2026-07-07T06:05:00.0000000Z,PT5M
854,657,230,29,2026-07-07T06:10:00.0000000Z,PT5M
857,658,230,29,2026-07-07T06:15:00.0000000Z,PT5M
860,659,230,29,2026-07-07T06:20:00.0000000Z,PT5M
862,660,230,29,2026-07-07T06:25:00.0000000Z,PT5M
864,661,230,29,2026-07-07T06:30:00.0000000Z,PT5M
866,662,230,29,2026-07-07T06:35:00.0000000Z,PT5M
867,663,230,29,2026-07-07T06:40:00.0000000Z,PT5M
868,663,229,29,2026-07-07T06:45:00.0000000Z,PT5M
868,664,229,29,2026-07-07T06:50:00.0000000Z,PT5M
867,664,229,29,2026-07-07T06:55:00.0000000Z,PT5M
866,664,228,29,2026-07-07T07:00:00.0000000Z,PT5M
865,664,228,29,2026-07-07T07:05:00.0000000Z,PT5M
863,664,227,29,2026-07-07T07:10:00.0000000Z,PT5M
861,663,227,29,2026-07-07T07:15:00.0000000Z,PT5M
858,663,226,29,2026-07-07T07:20:00.0000000Z,PT5M
827,589,268,29,2026-07-07T07:25:00.0000000Z,PT5M
818,574,275,29,2026-07-07T07:30:00.0000000Z,PT5M
808,559,281,29,2026-07-07T07:35:00.0000000Z,PT5M
798,545,287,29,2026-07-07T07:40:00.0000000Z,PT5M
788,530,293,29,2026-07-07T07:45:00.0000000Z,PT5M
777,516,298,29,2026-07-07T07:50:00.0000000Z,PT5M
766,502,302,29,2026-07-07T07:55:00.0000000Z,PT5M
754,489,306,29,2026-07-07T08:00:00.0000000Z,PT5M
743,477,309,29,2026-07-07T08:05:00.0000000Z,PT5M
732,466,311,29,2026-07-07T08:10:00.0000000Z,PT5M
720,456,312,29,2026-07-07T08:15:00.0000000Z,PT5M
709,447,312,29,2026-07-07T08:20:00.0000000Z,PT5M
698,438,312,29,2026-07-07T08:25:00.0000000Z,PT5M
686,430,312,29,2026-07-07T08:30:00.0000000Z,PT5M
675,422,310,29,2026-07-07T08:35:00.0000000Z,PT5M
663,415,309,29,2026-07-07T08:40:00.0000000Z,PT5M
651,408,306,29,2026-07-07T08:45:00.0000000Z,PT5M
640,402,304,29,2026-07-07T08:50:00.0000000Z,PT5M
631,402,300,29,2026-07-07T08:55:00.0000000Z,PT5M
622,402,296,29,2026-07-07T09:00:00.0000000Z,PT5M
612,399,292,29,2026-07-07T09:05:00.0000000Z,PT5M
602,396,289,29,2026-07-07T09:10:00.0000000Z,PT5M
590,392,285,29,2026-07-07T09:15:00.0000000Z,PT5M
579,388,282,29,2026-07-07T09:20:00.0000000Z,PT5M
567,383,278,29,2026-07-07T09:25:00.0000000Z,PT5M
555,379,274,29,2026-07-07T09:30:00.0000000Z,PT5M
543,374,270,29,2026-07-07T09:35:00.0000000Z,PT5M
530,369,266,29,2026-07-07T09:40:00.0000000Z,PT5M
518,364,262,29,2026-07-07T09:45:00.0000000Z,PT5M
505,360,257,29,2026-07-07T09:50:00.0000000Z,PT5M
492,356,253,29,2026-07-07T09:55:00.0000000Z,PT5M
479,351,248,29,2026-07-07T10:00:00.0000000Z,PT5M
465,345,243,29,2026-07-07T10:05:00.0000000Z,PT5M
450,337,239,29,2026-07-07T10:10:00.0000000Z,PT5M
435,329,234,29,2026-07-07T10:15:00.0000000Z,PT5M
420,320,229,29,2026-07-07T10:20:00.0000000Z,PT5M
405,311,224,29,2026-07-07T10:25:00.0000000Z,PT5M
389,302,219,29,2026-07-07T10:30:00.0000000Z,PT5M
373,292,214,28,2026-07-07T10:35:00.0000000Z,PT5M
358,282,208,28,2026-07-07T10:40:00.0000000Z,PT5M
342,272,203,28,2026-07-07T10:45:00.0000000Z,PT5M
326,261,197,28,2026-07-07T10:50:00.0000000Z,PT5M
310,250,191,28,2026-07-07T10:55:00.0000000Z,PT5M
294,238,184,28,2026-07-07T11:00:00.0000000Z,PT5M
278,227,178,28,2026-07-07T11:05:00.0000000Z,PT5M
263,217,171,28,2026-07-07T11:10:00.0000000Z,PT5M
248,207,163,28,2026-07-07T11:15:00.0000000Z,PT5M
232,196,156,28,2026-07-07T11:20:00.0000000Z,PT5M
217,185,149,28,2026-07-07T11:25:00.0000000Z,PT5M
202,173,141,28,2026-07-07T11:30:00.0000000Z,PT5M
186,160,133,28,2026-07-07T11:35:00.0000000Z,PT5M
171,147,125,28,2026-07-07T11:40:00.0000000Z,PT5M
156,133,117,28,2026-07-07T11:45:00.0000000Z,PT5M
142,118,109,28,2026-07-07T11:50:00.0000000Z,PT5M
127,101,101,28,2026-07-07T11:55:00.0000000Z,PT5M
113,80,94,28,2026-07-07T12:00:00.0000000Z,PT5M
98,55,86,28,2026-07-07T12:05:00.0000000Z,PT5M
84,29,78,28,2026-07-07T12:10:00.0000000Z,PT5M
70,3,70,28,2026-07-07T12:15:00.0000000Z,PT5M
58,0,58,28,2026-07-07T12:20:00.0000000Z,PT5M
47,0,47,28,2026-07-07T12:25:00.0000000Z,PT5M
38,0,38,28,2026-07-07T12:30:00.0000000Z,PT5M
29,0,29,28,2026-07-07T12:35:00.0000000Z,PT5M
22,0,22,28,2026-07-07T12:40:00.0000000Z,PT5M
15,0,15,27,2026-07-07T12:45:00.0000000Z,PT5M
9,0,9,27,2026-07-07T12:50:00.0000000Z,PT5M
3,0,3,27,2026-07-07T12:55:00.0000000Z,PT5M
0,0,0,27,2026-07-07T13:00:00.0000000Z,PT5M
0,0,0,27,2026-07-07T13:05:00.0000000Z,PT5M
0,0,0,27,2026-07-07T13:10:00.0000000Z,PT5M
0,0,0,27,2026-07-07T13:15:00.0000000Z,PT5M
0,0,0,27,2026-07-07T13:20:00.0000000Z,PT5M
0,0,0,27,2026-07-07T13:25:00.0000000Z,PT5M
0,0,0,27,2026-07-07T13:30:00.0000000Z,PT5M
0,0,0,27,2026-07-07T13:35:00.0000000Z,PT5M
0,0,0,27,2026-07-07T13:40:00.0000000Z,PT5M
0,0,0,27,2026-07-07T13:45:00.0000000Z,PT5M
0,0,0,27,2026-07-07T13:50:00.0000000Z,PT5M
0,0,0,27,2026-07-07T13:55:00.0000000Z,PT5M
0,0,0,27,2026-07-07T14:00:00.0000000Z,PT5M
0,0,0,27,2026-07-07T14:05:00.0000000Z,PT5M
0,0,0,27,2026-07-07T14:10:00.0000000Z,PT5M
0,0,0,27,2026-07-07T14:15:00.0000000Z,PT5M
0,0,0,27,2026-07-07T14:20:00.0000000Z,PT5M
0,0,0,27,2026-07-07T14:25:00.0000000Z,PT5M
0,0,0,27,2026-07-07T14:30:00.0000000Z,PT5M
0,0,0,27,2026-07-07T14:35:00.0000000Z,PT5M
0,0,0,27,2026-07-07T14:40:00.0000000Z,PT5M
0,0,0,27,2026-07-07T14:45:00.0000000Z,PT5M
0,0,0,27,2026-07-07T14:50:00.0000000Z,PT5M
0,0,0,27,2026-07-07T14:55:00.0000000Z,PT5M
0,0,0,27,2026-07-07T15:00:00.0000000Z,PT5M
0,0,0,27,2026-07-07T15:05:00.0000000Z,PT5M
0,0,0,27,2026-07-07T15:10:00.0000000Z,PT5M
0,0,0,27,2026-07-07T15:15:00.0000000Z,PT5M
0,0,0,27,2026-07-07T15:20:00.0000000Z,PT5M
0,0,0,27,2026-07-07T15:25:00.0000000Z,PT5M
0,0,0,27,2026-07-07T15:30:00.0000000Z,PT5M
0,0,0,27,2026-07-07T15:35:00.0000000Z,PT5M
0,0,0,27,2026-07-07T15:40:00.0000000Z,PT5M
0,0,0,27,2026-07-07T15:45:00.0000000Z,PT5M
0,0,0,27,2026-07-07T15:50:00.0000000Z,PT5M
0,0,0,27,2026-07-07T15:55:00.0000000Z,PT5M
0,0,0,27,2026-07-07T16:00:00.0000000Z,PT5M
0,0,0,27,2026-07-07T16:05:00.0000000Z,PT5M
0,0,0,27,2026-07-07T16:10:00.0000000Z,PT5M
0,0,0,27,2026-07-07T16:15:00.0000000Z,PT5M
0,0,0,27,2026-07-07T16:20:00.0000000Z,PT5M
0,0,0,27,2026-07-07T16:25:00.0000000Z,PT5M
0,0,0,27,2026-07-07T16:30:00.0000000Z,PT5M
0,0,0,27,2026-07-07T16:35:00.0000000Z,PT5M
0,0,0,27,2026-07-07T16:40:00.0000000Z,PT5M
0,0,0,27,2026-07-07T16:45:00.0000000Z,PT5M
0,0,0,27,2026-07-07T16:50:00.0000000Z,PT5M
0,0,0,27,2026-07-07T16:55:00.0000000Z,PT5M
0,0,0,27,2026-07-07T17:00:00.0000000Z,PT5M
0,0,0,27,2026-07-07T17:05:00.0000000Z,PT5M
0,0,0,27,2026-07-07T17:10:00.0000000Z,PT5M
0,0,0,27,2026-07-07T17:15:00.0000000Z,PT5M
0,0,0,27,2026-07-07T17:20:00.0000000Z,PT5M
0,0,0,27,2026-07-07T17:25:00.0000000Z,PT5M
0,0,0,27,2026-07-07T17:30:00.0000000Z,PT5M
0,0,0,27,2026-07-07T17:35:00.0000000Z,PT5M
0,0,0,27,2026-07-07T17:40:00.0000000Z,PT5M
0,0,0,27,2026-07-07T17:45:00.0000000Z,PT5M
0,0,0,27,2026-07-07T17:50:00.0000000Z,PT5M
0,0,0,27,2026-07-07T17:55:00.0000000Z,PT5M
0,0,0,27,2026-07-07T18:00:00.0000000Z,PT5M
0,0,0,27,2026-07-07T18:05:00.0000000Z,PT5M
0,0,0,27,2026-07-07T18:10:00.0000000Z,PT5M
0,0,0,27,2026-07-07T18:15:00.0000000Z,PT5M
0,0,0,27,2026-07-07T18:20:00.0000000Z,PT5M
0,0,0,27,2026-07-07T18:25:00.0000000Z,PT5M
0,0,0,27,2026-07-07T18:30:00.0000000Z,PT5M
0,0,0,27,2026-07-07T18:35:00.0000000Z,PT5M
0,0,0,27,2026-07-07T18:40:00.0000000Z,PT5M
0,0,0,27,2026-07-07T18:45:00.0000000Z,PT5M
0,0,0,27,2026-07-07T18:50:00.0000000Z,PT5M
0,0,0,27,2026-07-07T18:55:00.0000000Z,PT5M
0,0,0,27,2026-07-07T19:00:00.0000000Z,PT5M
0,0,0,27,2026-07-07T19:05:00.0000000Z,PT5M
0,0,0,27,2026-07-07T19:10:00.0000000Z,PT5M
0,0,0,27,2026-07-07T19:15:00.0000000Z,PT5M
0,0,0,27,2026-07-07T19:20:00.0000000Z,PT5M
0,0,0,27,2026-07-07T19:25:00.0000000Z,PT5M
0,0,0,27,2026-07-07T19:30:00.0000000Z,PT5M
0,0,0,27,2026-07-07T19:35:00.0000000Z,PT5M
0,0,0,27,2026-07-07T19:40:00.0000000Z,PT5M
0,0,0,27,2026-07-07T19:45:00.0000000Z,PT5M
0,0,0,27,2026-07-07T19:50:00.0000000Z,PT5M
0,0,0,27,2026-07-07T19:55:00.0000000Z,PT5M
0,0,0,27,2026-07-07T20:00:00.0000000Z,PT5M
0,0,0,27,2026-07-07T20:05:00.0000000Z,PT5M
0,0,0,27,2026-07-07T20:10:00.0000000Z,PT5M
0,0,0,27,2026-07-07T20:15:00.0000000Z,PT5M
0,0,0,27,2026-07-07T20:20:00.0000000Z,PT5M
0,0,0,27,2026-07-07T20:25:00.0000000Z,PT5M
0,0,0,27,2026-07-07T20:30:00.0000000Z,PT5M
0,0,0,27,2026-07-07T20:35:00.0000000Z,PT5M
0,0,0,27,2026-07-07T20:40:00.0000000Z,PT5M
0,0,0,27,2026-07-07T20:45:00.0000000Z,PT5M
0,0,0,27,2026-07-07T20:50:00.0000000Z,PT5M
0,0,0,27,2026-07-07T20:55:00.0000000Z,PT5M
0,0,0,27,2026-07-07T21:00:00.0000000Z,PT5M
0,0,0,27,2026-07-07T21:05:00.0000000Z,PT5M
0,0,0,27,2026-07-07T21:10:00.0000000Z,PT5M
0,0,0,27,2026-07-07T21:15:00.0000000Z,PT5M
0,0,0,27,2026-07-07T21:20:00.0000000Z,PT5M
0,0,0,27,2026-07-07T21:25:00.0000000Z,PT5M
0,0,0,27,2026-07-07T21:30:00.0000000Z,PT5M
0,0,0,27,2026-07-07T21:35:00.0000000Z,PT5M
0,0,0,27,2026-07-07T21:40:00.0000000Z,PT5M
0,0,0,27,2026-07-07T21:45:00.0000000Z,PT5M
0,0,0,27,2026-07-07T21:50:00.0000000Z,PT5M
0,0,0,27,2026-07-07T21:55:00.0000000Z,PT5M
0,0,0,27,2026-07-07T22:00:00.0000000Z,PT5M
0,0,0,27,2026-07-07T22:05:00.0000000Z,PT5M
0,0,0,27,2026-07-07T22:10:00.0000000Z,PT5M
0,0,0,27,2026-07-07T22:15:00.0000000Z,PT5M
0,0,0,27,2026-07-07T22:20:00.0000000Z,PT5M
0,0,0,27,2026-07-07T22:25:00.0000000Z,PT5M
0,0,0,27,2026-07-07T22:30:00.0000000Z,PT5M
0,0,0,27,2026-07-07T22:35:00.0000000Z,PT5M
0,0,0,27,2026-07-07T22:40:00.0000000Z,PT5M
0,0,0,27,2026-07-07T22:45:00.0000000Z,PT5M
0,0,0,27,2026-07-07T22:50:00.0000000Z,PT5M
0,0,0,27,2026-07-07T22:55:00.0000000Z,PT5M
0,0,0,27,2026-07-07T23:00:00.0000000Z,PT5M
0,0,0,27,2026-07-07T23:05:00.0000000Z,PT5M
0,0,0,27,2026-07-07T23:10:00.0000000Z,PT5M
0,0,0,27,2026-07-07T23:15:00.0000000Z,PT5M
0,0,0,27,2026-07-07T23:20:00.0000000Z,PT5M
0,0,0,27,2026-07-07T23:25:00.0000000Z,PT5M
0,0,0,27,2026-07-07T23:30:00.0000000Z,PT5M
0,0,0,27,2026-07-07T23:35:00.0000000Z,PT5M
0,0,0,27,2026-07-07T23:40:00.0000000Z,PT5M
0,0,0,27,2026-07-07T23:45:00.0000000Z,PT5M
0,0,0,27,2026-07-07T23:50:00.0000000Z,PT5M
0,0,0,27,2026-07-07T23:55:00.0000000Z,PT5M
0,0,0,27,2026-07-08T00:00:00.0000000Z,PT5M
0,0,0,27,2026-07-08T00:05:00.0000000Z,PT5M
0,0,0,27,2026-07-08T00:10:00.0000000Z,PT5M
0,0,0,27,2026-07-08T00:15:00.0000000Z,PT5M
0,0,0,27,2026-07-08T00:20:00.0000000Z,PT5M
0,0,0,27,2026-07-08T00:25:00.0000000Z,PT5M
0,0,0,27,2026-07-08T00:30:00.0000000Z,PT5M
0,0,0,27,2026-07-08T00:35:00.0000000Z,PT5M
3,0,3,27,2026-07-08T00:40:00.0000000Z,PT5M
9,0,9,27,2026-07-08T00:45:00.0000000Z,PT5M
15,0,15,27,2026-07-08T00:50:00.0000000Z,PT5M
22,0,22,27,2026-07-08T00:55:00.0000000Z,PT5M
30,0,30,27,2026-07-08T01:00:00.0000000Z,PT5M
38,0,38,27,2026-07-08T01:05:00.0000000Z,PT5M
47,0,47,27,2026-07-08T01:10:00.0000000Z,PT5M
57,0,57,27,2026-07-08T01:15:00.0000000Z,PT5M
69,0,69,27,2026-07-08T01:20:00.0000000Z,PT5M
81,17,77,27,2026-07-08T01:25:00.0000000Z,PT5M
94,37,86,27,2026-07-08T01:30:00.0000000Z,PT5M
108,58,94,27,2026-07-08T01:35:00.0000000Z,PT5M
