gti,ghi,dni,dhi,air_temp,albedo,relative_humidity,wind_speed_10m,wind_direction_10m,period_end,period,power,power_p10,power_p25,power_p75,power_p90
864,951,850,120,36,0.15,30.4,4.1,244,2026-08-30 11:20:00,PT5M,100.0,100.0,100.0,100.0,100.0
868,956,851,120,36,0.15,29.9,4.1,244,2026-08-30 11:25:00,PT5M,100.0,100.0,100.0,98.8469,97.809
872,960,852,120,37,0.15,29.4,4.1,244,2026-08-30 11:30:00,PT5M,100.0,100.0,100.0,97.7611,95.746
846,928,757,179,37,0.15,29.1,4.1,244,2026-08-30 11:35:00,PT5M,100.0,100.0,100.0,97.0558,94.406
838,917,721,202,37,0.15,28.8,4.1,243,2026-08-30 11:40:00,PT5M,100.0,100.0,100.0,93.918,88.444
783,850,549,305,37,0.15,28.5,4.1,243,2026-08-30 11:45:00,PT5M,95.909,100.0,100.0,84.3476,73.942
763,825,486,342,37,0.15,28.3,4.1,242,2026-08-30 11:50:00,PT5M,93.152,100.0,100.0,81.9382,71.8455
742,800,425,376,37,0.15,28.0,4.1,242,2026-08-30 11:55:00,PT5M,90.377,100.0,100.0,79.5006,69.7115
732,787,395,393,37,0.15,27.7,4.2,242,2026-08-30 12:00:00,PT5M,88.967,100.0,99.8318,78.1022,68.3235
711,761,339,423,37,0.15,27.5,4.2,241,2026-08-30 12:05:00,PT5M,86.309,100.0,97.4883,75.1297,65.068
690,735,285,450,37,0.15,27.2,4.2,241,2026-08-30 12:10:00,PT5M,83.596,100.0,95.0963,72.0957,61.745
689,735,285,450,37,0.15,27.0,4.2,240,2026-08-30 12:15:00,PT5M,83.575,100.0,95.4024,71.7476,61.1025
678,721,259,463,37,0.15,26.7,4.2,240,2026-08-30 12:20:00,PT5M,82.191,100.0,93.7295,70.6525,60.2675
666,707,234,474,38,0.15,26.5,4.2,239,2026-08-30 12:25:00,PT5M,80.865,100.0,92.7472,68.9828,58.2885
675,718,258,462,38,0.15,26.2,4.2,239,2026-08-30 12:30:00,PT5M,81.961,100.0,93.5777,70.3443,59.889
683,728,282,449,38,0.15,26.1,4.2,238,2026-08-30 12:35:00,PT5M,83.132,100.0,93.545,72.719,63.347
691,738,306,435,38,0.15,26.0,4.2,238,2026-08-30 12:40:00,PT5M,84.292,100.0,94.7708,73.8132,64.382
698,748,332,421,38,0.15,25.9,4.3,237,2026-08-30 12:45:00,PT5M,85.441,100.0,95.3585,75.5235,66.5975
705,757,357,406,38,0.15,25.9,4.3,236,2026-08-30 12:50:00,PT5M,86.579,100.0,96.9004,76.2576,66.968
711,765,384,390,38,0.15,25.8,4.3,236,2026-08-30 12:55:00,PT5M,87.699,100.0,98.1173,77.2807,67.904
