ghi,dni,dhi,air_temp,period_end,period,power,power_p10,power_p90
0,0,0,25,2026-07-12 05:55:00,PT5M,,,
0,0,0,25,2026-07-12 06:00:00,PT5M,,,
3,0,3,25,2026-07-12 06:05:00,PT5M,,,
8,0,8,25,2026-07-12 06:10:00,PT5M,,,
14,0,14,25,2026-07-12 06:15:00,PT5M,,,
20,0,20,25,2026-07-12 06:20:00,PT5M,,,
27,0,27,25,2026-07-12 06:25:00,PT5M,,,
35,0,35,25,2026-07-12 06:30:00,PT5M,,,
44,0,44,25,2026-07-12 06:35:00,PT5M,,,
55,0,55,25,2026-07-12 06:40:00,PT5M,,,
67,0,67,25,2026-07-12 06:45:00,PT5M,,,
81,0,81,25,2026-07-12 06:50:00,PT5M,,,
95,22,90,26,2026-07-12 06:55:00,PT5M,,,
111,51,98,26,2026-07-12 07:00:00,PT5M,,,
127,83,106,26,2026-07-12 07:05:00,PT5M,,,
144,112,113,26,2026-07-12 07:10:00,PT5M,,,
161,142,120,26,2026-07-12 07:15:00,PT5M,,,
180,172,125,26,2026-07-12 07:20:00,PT5M,,,
199,204,130,27,2026-07-12 07:25:00,PT5M,,,
218,238,135,27,2026-07-12 07:30:00,PT5M,,,
237,261,140,27,2026-07-12 07:35:00,PT5M,,,
253,274,146,27,2026-07-12 07:40:00,PT5M,,,
269,286,152,27,2026-07-12 07:45:00,PT5M,,,
285,298,158,28,2026-07-12 07:50:00,PT5M,,,
301,310,164,28,2026-07-12 07:55:00,PT5M,,,
318,322,169,28,2026-07-12 08:00:00,PT5M,,,
334,333,174,28,2026-07-12 08:05:00,PT5M,,,
350,343,180,29,2026-07-12 08:10:00,PT5M,,,
366,353,185,29,2026-07-12 08:15:00,PT5M,,,
383,363,189,29,2026-07-12 08:20:00,PT5M,,,
399,372,194,29,2026-07-12 08:25:00,PT5M,,,
414,382,199,30,2026-07-12 08:30:00,PT5M,,,
430,390,203,30,2026-07-12 08:35:00,PT5M,,,
446,398,207,30,2026-07-12 08:40:00,PT5M,,,
461,406,212,30,2026-07-12 08:45:00,PT5M,,,
476,414,216,30,2026-07-12 08:50:00,PT5M,,,
491,421,219,31,2026-07-12 08:55:00,PT5M,,,
506,428,223,31,2026-07-12 09:00:00,PT5M,,,
520,435,227,31,2026-07-12 09:05:00,PT5M,,,
535,441,230,31,2026-07-12 09:10:00,PT5M,,,
549,448,234,32,2026-07-12 09:15:00,PT5M,,,
563,455,237,32,2026-07-12 09:20:00,PT5M,,,
577,463,239,32,2026-07-12 09:25:00,PT5M,,,
591,470,241,32,2026-07-12 09:30:00,PT5M,,,
605,478,243,33,2026-07-12 09:35:00,PT5M,,,
618,485,245,33,2026-07-12 09:40:00,PT5M,,,
632,493,247,33,2026-07-12 09:45:00,PT5M,,,
645,500,248,33,2026-07-12 09:50:00,PT5M,,,
658,507,249,33,2026-07-12 09:55:00,PT5M,,,
670,514,250,34,2026-07-12 10:00:00,PT5M,,,
682,521,252,34,2026-07-12 10:05:00,PT5M,,,
693,527,253,34,2026-07-12 10:10:00,PT5M,,,
705,532,254,34,2026-07-12 10:15:00,PT5M,,,
715,538,255,34,2026-07-12 10:20:00,PT5M,,,
726,543,255,35,2026-07-12 10:25:00,PT5M,,,
736,549,256,35,2026-07-12 10:30:00,PT5M,,,
746,554,257,35,2026-07-12 10:35:00,PT5M,,,
755,559,257,35,2026-07-12 10:40:00,PT5M,,,
764,563,258,35,2026-07-12 10:45:00,PT5M,,,
772,568,258,35,2026-07-12 10:50:00,PT5M,,,
780,572,258,36,2026-07-12 10:55:00,PT5M,,,
788,576,258,36,2026-07-12 11:00:00,PT5M,,,
795,581,258,36,2026-07-12 11:05:00,PT5M,,,
802,585,258,36,2026-07-12 11:10:00,PT5M,,,
809,588,258,36,2026-07-12 11:15:00,PT5M,,,
815,592,258,36,2026-07-12 11:20:00,PT5M,,,
820,596,257,37,2026-07-12 11:25:00,PT5M,,,
826,599,257,37,2026-07-12 11:30:00,PT5M,,,
829,600,258,37,2026-07-12 11:35:00,PT5M,,,
831,599,259,37,2026-07-12 11:40:00,PT5M,,,
833,597,261,37,2026-07-12 11:45:00,PT5M,,,
834,595,263,37,2026-07-12 11:50:00,PT5M,,,
834,593,264,37,2026-07-12 11:55:00,PT5M,,,
835,591,266,37,2026-07-12 12:00:00,PT5M,,,
834,588,267,37,2026-07-12 12:05:00,PT5M,,,
833,586,269,37,2026-07-12 12:10:00,PT5M,,,
832,583,270,37,2026-07-12 12:15:00,PT5M,,,
830,580,271,38,2026-07-12 12:20:00,PT5M,,,
828,577,273,38,2026-07-12 12:25:00,PT5M,,,
825,574,274,38,2026-07-12 12:30:00,PT5M,,,
822,571,275,38,2026-07-12 12:35:00,PT5M,,,
818,567,276,38,2026-07-12 12:40:00,PT5M,,,
815,564,276,38,2026-07-12 12:45:00,PT5M,,,
810,561,277,38,2026-07-12 12:50:00,PT5M,,,
805,557,277,38,2026-07-12 12:55:00,PT5M,,,
800,553,278,38,2026-07-12 13:00:00,PT5M,,,
794,549,278,38,2026-07-12 13:05:00,PT5M,,,
788,545,278,38,2026-07-12 13:10:00,PT5M,,,
781,541,278,38,2026-07-12 13:15:00,PT5M,,,
774,537,278,38,2026-07-12 13:20:00,PT5M,,,
767,533,278,38,2026-07-12 13:25:00,PT5M,,,
759,528,278,38,2026-07-12 13:30:00,PT5M,,,
751,524,277,38,2026-07-12 13:35:00,PT5M,,,
744,521,276,38,2026-07-12 13:40:00,PT5M,,,
736,518,275,38,2026-07-12 13:45:00,PT5M,,,
727,515,273,38,2026-07-12 13:50:00,PT5M,,,
718,512,272,38,2026-07-12 13:55:00,PT5M,,,
709,508,270,38,2026-07-12 14:00:00,PT5M,,,
699,505,268,38,2026-07-12 14:05:00,PT5M,,,
689,501,267,38,2026-07-12 14:10:00,PT5M,,,
679,497,265,38,2026-07-12 14:15:00,PT5M,,,
668,493,263,38,2026-07-12 14:20:00,PT5M,,,
657,488,261,39,2026-07-12 14:25:00,PT5M,,,
646,483,259,39,2026-07-12 14:30:00,PT5M,,,
633,476,257,39,2026-07-12 14:35:00,PT5M,,,
620,469,255,38,2026-07-12 14:40:00,PT5M,,,
607,462,253,38,2026-07-12 14:45:00,PT5M,,,
593,454,251,38,2026-07-12 14:50:00,PT5M,,,
580,446,249,38,2026-07-12 14:55:00,PT5M,,,
566,439,247,38,2026-07-12 15:00:00,PT5M,,,
551,431,244,38,2026-07-12 15:05:00,PT5M,,,
537,423,241,38,2026-07-12 15:10:00,PT5M,,,
523,416,238,38,2026-07-12 15:15:00,PT5M,,,
509,409,234,38,2026-07-12 15:20:00,PT5M,,,
494,402,230,38,2026-07-12 15:25:00,PT5M,,,
479,394,226,38,2026-07-12 15:30:00,PT5M,,,
464,387,222,38,2026-07-12 15:35:00,PT5M,,,
449,378,218,38,2026-07-12 15:40:00,PT5M,,,
434,370,214,37,2026-07-12 15:45:00,PT5M,,,
418,361,210,37,2026-07-12 15:50:00,PT5M,,,
402,352,205,37,2026-07-12 15:55:00,PT5M,,,
387,342,200,37,2026-07-12 16:00:00,PT5M,,,
371,332,195,37,2026-07-12 16:05:00,PT5M,,,
354,321,190,37,2026-07-12 16:10:00,PT5M,,,
338,311,185,37,2026-07-12 16:15:00,PT5M,,,
322,299,180,36,2026-07-12 16:20:00,PT5M,,,
306,288,174,36,2026-07-12 16:25:00,PT5M,,,
289,276,168,36,2026-07-12 16:30:00,PT5M,,,
273,263,162,36,2026-07-12 16:35:00,PT5M,,,
257,251,156,36,2026-07-12 16:40:00,PT5M,,,
241,238,149,36,2026-07-12 16:45:00,PT5M,,,
225,224,143,35,2026-07-12 16:50:00,PT5M,,,
209,210,136,35,2026-07-12 16:55:00,PT5M,,,
193,195,129,35,2026-07-12 17:00:00,PT5M,,,
177,180,122,35,2026-07-12 17:05:00,PT5M,,,
162,163,115,34,2026-07-12 17:10:00,PT5M,,,
147,146,107,34,2026-07-12 17:15:00,PT5M,,,
131,126,100,34,2026-07-12 17:20:00,PT5M,,,
116,102,92,34,2026-07-12 17:25:00,PT5M,,,
101,78,85,34,2026-07-12 17:30:00,PT5M,,,
87,54,77,33,2026-07-12 17:35:00,PT5M,,,
74,29,69,33,2026-07-12 17:40:00,PT5M,,,
61,5,60,33,2026-07-12 17:45:00,PT5M,,,
50,0,50,33,2026-07-12 17:50:00,PT5M,,,
39,0,39,32,2026-07-12 17:55:00,PT5M,,,
30,0,30,32,2026-07-12 18:00:00,PT5M,,,
22,0,22,32,2026-07-12 18:05:00,PT5M,,,
15,0,15,32,2026-07-12 18:10:00,PT5M,,,
8,0,8,31,2026-07-12 18:15:00,PT5M,,,
2,0,2,31,2026-07-12 18:20:00,PT5M,,,
0,0,0,31,2026-07-12 18:25:00,PT5M,,,
0,0,0,30,2026-07-12 18:30:00,PT5M,,,
0,0,0,30,2026-07-12 18:35:00,PT5M,,,
0,0,0,30,2026-07-12 18:40:00,PT5M,,,
0,0,0,30,2026-07-12 18:45:00,PT5M,,,
0,0,0,30,2026-07-12 18:50:00,PT5M,,,
0,0,0,30,2026-07-12 18:55:00,PT5M,,,
0,0,0,30,2026-07-12 19:00:00,PT5M,,,
0,0,0,29,2026-07-12 19:05:00,PT5M,,,
0,0,0,29,2026-07-12 19:10:00,PT5M,,,
0,0,0,29,2026-07-12 19:15:00,PT5M,,,
0,0,0,29,2026-07-12 19:20:00,PT5M,,,
0,0,0,29,2026-07-12 19:25:00,PT5M,,,
0,0,0,29,2026-07-12 19:30:00,PT5M,,,
0,0,0,29,2026-07-12 19:35:00,PT5M,,,
0,0,0,28,2026-07-12 19:40:00,PT5M,,,
0,0,0,28,2026-07-12 19:45:00,PT5M,,,
0,0,0,28,2026-07-12 19:50:00,PT5M,,,
0,0,0,28,2026-07-12 19:55:00,PT5M,,,
0,0,0,28,2026-07-12 20:00:00,PT5M,,,
0,0,0,28,2026-07-12 20:05:00,PT5M,,,
0,0,0,28,2026-07-12 20:10:00,PT5M,,,
0,0,0,28,2026-07-12 20:15:00,PT5M,,,
0,0,0,28,2026-07-12 20:20:00,PT5M,,,
0,0,0,27,2026-07-12 20:25:00,PT5M,,,
0,0,0,27,2026-07-12 20:30:00,PT5M,,,
0,0,0,27,2026-07-12 20:35:00,PT5M,,,
0,0,0,27,2026-07-12 20:40:00,PT5M,,,
0,0,0,27,2026-07-12 20:45:00,PT5M,,,
0,0,0,27,2026-07-12 20:50:00,PT5M,,,
0,0,0,27,2026-07-12 20:55:00,PT5M,,,
0,0,0,27,2026-07-12 21:00:00,PT5M,,,
0,0,0,27,2026-07-12 21:05:00,PT5M,,,
0,0,0,27,2026-07-12 21:10:00,PT5M,,,
0,0,0,27,2026-07-12 21:15:00,PT5M,,,
0,0,0,26,2026-07-12 21:20:00,PT5M,,,
0,0,0,26,2026-07-12 21:25:00,PT5M,,,
0,0,0,26,2026-07-12 21:30:00,PT5M,,,
0,0,0,26,2026-07-12 21:35:00,PT5M,,,
0,0,0,26,2026-07-12 21:40:00,PT5M,,,
0,0,0,26,2026-07-12 21:45:00,PT5M,,,
0,0,0,26,2026-07-12 21:50:00,PT5M,,,
0,0,0,26,2026-07-12 21:55:00,PT5M,,,
0,0,0,26,2026-07-12 22:00:00,PT5M,,,
0,0,0,26,2026-07-12 22:05:00,PT5M,,,
0,0,0,26,2026-07-12 22:10:00,PT5M,,,
0,0,0,26,2026-07-12 22:15:00,PT5M,,,
0,0,0,26,2026-07-12 22:20:00,PT5M,,,
0,0,0,26,2026-07-12 22:25:00,PT5M,,,
0,0,0,26,2026-07-12 22:30:00,PT5M,,,
0,0,0,26,2026-07-12 22:35:00,PT5M,,,
0,0,0,26,2026-07-12 22:40:00,PT5M,,,
0,0,0,26,2026-07-12 22:45:00,PT5M,,,
0,0,0,26,2026-07-12 22:50:00,PT5M,,,
0,0,0,26,2026-07-12 22:55:00,PT5M,,,
0,0,0,26,2026-07-12 23:00:00,PT5M,,,
0,0,0,26,2026-07-12 23:05:00,PT5M,,,
0,0,0,26,2026-07-12 23:10:00,PT5M,,,
0,0,0,26,2026-07-12 23:15:00,PT5M,,,
0,0,0,26,2026-07-12 23:20:00,PT5M,,,
0,0,0,26,2026-07-12 23:25:00,PT5M,,,
0,0,0,26,2026-07-12 23:30:00,PT5M,,,
0,0,0,26,2026-07-12 23:35:00,PT5M,,,
0,0,0,26,2026-07-12 23:40:00,PT5M,,,
0,0,0,25,2026-07-12 23:45:00,PT5M,,,
0,0,0,25,2026-07-12 23:50:00,PT5M,,,
0,0,0,25,2026-07-12 23:55:00,PT5M,,,
0,0,0,25,2026-07-13 00:00:00,PT5M,,,
0,0,0,25,2026-07-13 00:05:00,PT5M,,,
0,0,0,25,2026-07-13 00:10:00,PT5M,,,
0,0,0,25,2026-07-13 00:15:00,PT5M,,,
0,0,0,25,2026-07-13 00:20:00,PT5M,,,
0,0,0,25,2026-07-13 00:25:00,PT5M,,,
0,0,0,25,2026-07-13 00:30:00,PT5M,,,
0,0,0,25,2026-07-13 00:35:00,PT5M,,,
0,0,0,25,2026-07-13 00:40:00,PT5M,,,
0,0,0,25,2026-07-13 00:45:00,PT5M,,,
0,0,0,25,2026-07-13 00:50:00,PT5M,,,
0,0,0,25,2026-07-13 00:55:00,PT5M,,,
0,0,0,25,2026-07-13 01:00:00,PT5M,,,
0,0,0,25,2026-07-13 01:05:00,PT5M,,,
0,0,0,25,2026-07-13 01:10:00,PT5M,,,
0,0,0,25,2026-07-13 01:15:00,PT5M,,,
0,0,0,25,2026-07-13 01:20:00,PT5M,,,
0,0,0,25,2026-07-13 01:25:00,PT5M,,,
0,0,0,25,2026-07-13 01:30:00,PT5M,,,
0,0,0,25,2026-07-13 01:35:00,PT5M,,,
0,0,0,25,2026-07-13 01:40:00,PT5M,,,
0,0,0,25,2026-07-13 01:45:00,PT5M,,,
0,0,0,25,2026-07-13 01:50:00,PT5M,,,
0,0,0,25,2026-07-13 01:55:00,PT5M,,,
0,0,0,25,2026-07-13 02:00:00,PT5M,,,
0,0,0,25,2026-07-13 02:05:00,PT5M,,,
0,0,0,25,2026-07-13 02:10:00,PT5M,,,
0,0,0,25,2026-07-13 02:15:00,PT5M,,,
0,0,0,25,2026-07-13 02:20:00,PT5M,,,
0,0,0,25,2026-07-13 02:25:00,PT5M,,,
0,0,0,25,2026-07-13 02:30:00,PT5M,,,
0,0,0,25,2026-07-13 02:35:00,PT5M,,,
0,0,0,25,2026-07-13 02:40:00,PT5M,,,
0,0,0,25,2026-07-13 02:45:00,PT5M,,,
0,0,0,25,2026-07-13 02:50:00,PT5M,,,
0,0,0,25,2026-07-13 02:55:00,PT5M,,,
0,0,0,25,2026-07-13 03:00:00,PT5M,,,
0,0,0,25,2026-07-13 03:05:00,PT5M,,,
0,0,0,25,2026-07-13 03:10:00,PT5M,,,
0,0,0,25,2026-07-13 03:15:00,PT5M,,,
0,0,0,24,2026-07-13 03:20:00,PT5M,,,
0,0,0,24,2026-07-13 03:25:00,PT5M,,,
0,0,0,24,2026-07-13 03:30:00,PT5M,,,
0,0,0,24,2026-07-13 03:35:00,PT5M,,,
0,0,0,24,2026-07-13 03:40:00,PT5M,,,
0,0,0,24,2026-07-13 03:45:00,PT5M,,,
0,0,0,24,2026-07-13 03:50:00,PT5M,,,
0,0,0,24,2026-07-13 03:55:00,PT5M,,,
0,0,0,24,2026-07-13 04:00:00,PT5M,,,
0,0,0,24,2026-07-13 04:05:00,PT5M,,,
0,0,0,24,2026-07-13 04:10:00,PT5M,,,
0,0,0,24,2026-07-13 04:15:00,PT5M,,,
0,0,0,24,2026-07-13 04:20:00,PT5M,,,
0,0,0,24,2026-07-13 04:25:00,PT5M,,,
0,0,0,24,2026-07-13 04:30:00,PT5M,,,
0,0,0,24,2026-07-13 04:35:00,PT5M,,,
0,0,0,24,2026-07-13 04:40:00,PT5M,,,
0,0,0,24,2026-07-13 04:45:00,PT5M,,,
0,0,0,24,2026-07-13 04:50:00,PT5M,,,
0,0,0,24,2026-07-13 04:55:00,PT5M,,,
0,0,0,24,2026-07-13 05:00:00,PT5M,,,
0,0,0,24,2026-07-13 05:05:00,PT5M,,,
0,0,0,24,2026-07-13 05:10:00,PT5M,,,
0,0,0,24,2026-07-13 05:15:00,PT5M,,,
0,0,0,24,2026-07-13 05:20:00,PT5M,,,
0,0,0,24,2026-07-13 05:25:00,PT5M,,,
0,0,0,24,2026-07-13 05:30:00,PT5M,,,
0,0,0,24,2026-07-13 05:35:00,PT5M,,,
0,0,0,24,2026-07-13 05:40:00,PT5M,,,
0,0,0,24,2026-07-13 05:45:00,PT5M,,,
0,0,0,24,2026-07-13 05:50:00,PT5M,,,
0,0,0,24,2026-07-13 05:55:00,PT5M,,,
0,0,0,24,2026-07-13 06:00:00,PT5M,,,
3,0,3,24,2026-07-13 06:05:00,PT5M,,,
7,0,7,24,2026-07-13 06:10:00,PT5M,,,
13,0,13,24,2026-07-13 06:15:00,PT5M,,,
19,0,19,24,2026-07-13 06:20:00,PT5M,,,
26,0,26,24,2026-07-13 06:25:00,PT5M,,,
34,0,34,25,2026-07-13 06:30:00,PT5M,,,
44,0,44,25,2026-07-13 06:35:00,PT5M,,,
54,0,54,25,2026-07-13 06:40:00,PT5M,,,
66,0,66,25,2026-07-13 06:45:00,PT5M,,,
79,0,79,25,2026-07-13 06:50:00,PT5M,,,
93,11,90,25,2026-07-13 06:55:00,PT5M,,,
108,37,99,25,2026-07-13 07:00:00,PT5M,,,
124,66,107,26,2026-07-13 07:05:00,PT5M,,,
140,92,114,26,2026-07-13 07:10:00,PT5M,,,
156,119,122,26,2026-07-13 07:15:00,PT5M,,,
174,146,128,26,2026-07-13 07:20:00,PT5M,,,
192,174,134,26,2026-07-13 07:25:00,PT5M,,,
211,204,139,26,2026-07-13 07:30:00,PT5M,,,
228,226,145,26,2026-07-13 07:35:00,PT5M,,,
244,239,151,27,2026-07-13 07:40:00,PT5M,,,
260,252,157,27,2026-07-13 07:45:00,PT5M,,,
276,265,163,27,2026-07-13 07:50:00,PT5M,,,
292,278,169,27,2026-07-13 07:55:00,PT5M,,,
309,290,175,28,2026-07-13 08:00:00,PT5M,,,
325,303,180,28,2026-07-13 08:05:00,PT5M,,,
341,315,185,28,2026-07-13 08:10:00,PT5M,,,
358,327,189,28,2026-07-13 08:15:00,PT5M,,,
374,339,194,28,2026-07-13 08:20:00,PT5M,,,
390,350,198,29,2026-07-13 08:25:00,PT5M,,,
406,361,202,29,2026-07-13 08:30:00,PT5M,,,
422,371,206,29,2026-07-13 08:35:00,PT5M,,,
437,380,210,29,2026-07-13 08:40:00,PT5M,,,
452,388,214,30,2026-07-13 08:45:00,PT5M,,,
467,396,218,30,2026-07-13 08:50:00,PT5M,,,
482,403,222,30,2026-07-13 08:55:00,PT5M,,,
497,411,225,30,2026-07-13 09:00:00,PT5M,,,
511,418,229,31,2026-07-13 09:05:00,PT5M,,,
525,425,232,31,2026-07-13 09:10:00,PT5M,,,
539,432,235,31,2026-07-13 09:15:00,PT5M,,,
553,439,238,31,2026-07-13 09:20:00,PT5M,,,
567,447,240,31,2026-07-13 09:25:00,PT5M,,,
581,455,242,32,2026-07-13 09:30:00,PT5M,,,
595,464,244,32,2026-07-13 09:35:00,PT5M,,,
609,473,245,32,2026-07-13 09:40:00,PT5M,,,
623,483,246,32,2026-07-13 09:45:00,PT5M,,,
636,492,246,33,2026-07-13 09:50:00,PT5M,,,
650,501,246,33,2026-07-13 09:55:00,PT5M,,,
663,510,247,33,2026-07-13 10:00:00,PT5M,,,
676,518,247,33,2026-07-13 10:05:00,PT5M,,,
688,526,247,34,2026-07-13 10:10:00,PT5M,,,
700,534,247,34,2026-07-13 10:15:00,PT5M,,,
711,541,248,34,2026-07-13 10:20:00,PT5M,,,
722,548,247,34,2026-07-13 10:25:00,PT5M,,,
733,556,247,35,2026-07-13 10:30:00,PT5M,,,
743,561,248,35,2026-07-13 10:35:00,PT5M,,,
751,563,249,35,2026-07-13 10:40:00,PT5M,,,
759,565,250,35,2026-07-13 10:45:00,PT5M,,,
766,568,252,35,2026-07-13 10:50:00,PT5M,,,
773,570,253,35,2026-07-13 10:55:00,PT5M,,,
780,572,254,35,2026-07-13 11:00:00,PT5M,,,
786,574,255,36,2026-07-13 11:05:00,PT5M,,,
792,575,256,36,2026-07-13 11:10:00,PT5M,,,
797,576,257,36,2026-07-13 11:15:00,PT5M,,,
802,577,258,36,2026-07-13 11:20:00,PT5M,,,
806,578,259,36,2026-07-13 11:25:00,PT5M,,,
810,579,260,36,2026-07-13 11:30:00,PT5M,,,
813,579,262,36,2026-07-13 11:35:00,PT5M,,,
815,577,264,36,2026-07-13 11:40:00,PT5M,,,
816,575,265,36,2026-07-13 11:45:00,PT5M,,,
817,573,267,37,2026-07-13 11:50:00,PT5M,,,
818,570,269,37,2026-07-13 11:55:00,PT5M,,,
818,568,270,37,2026-07-13 12:00:00,PT5M,,,
817,566,272,37,2026-07-13 12:05:00,PT5M,,,
817,564,272,37,2026-07-13 12:10:00,PT5M,,,
816,563,273,37,2026-07-13 12:15:00,PT5M,,,
814,561,274,37,2026-07-13 12:20:00,PT5M,,,
812,558,274,37,2026-07-13 12:25:00,PT5M,,,
810,556,275,37,2026-07-13 12:30:00,PT5M,,,
807,554,275,37,2026-07-13 12:35:00,PT5M,,,
803,551,275,37,2026-07-13 12:40:00,PT5M,,,
799,549,276,37,2026-07-13 12:45:00,PT5M,,,
795,546,276,37,2026-07-13 12:50:00,PT5M,,,
790,543,276,38,2026-07-13 12:55:00,PT5M,,,
785,540,276,38,2026-07-13 13:00:00,PT5M,,,
780,536,276,38,2026-07-13 13:05:00,PT5M,,,
774,532,276,38,2026-07-13 13:10:00,PT5M,,,
767,529,276,38,2026-07-13 13:15:00,PT5M,,,
760,525,276,38,2026-07-13 13:20:00,PT5M,,,
753,520,275,38,2026-07-13 13:25:00,PT5M,,,
745,516,275,38,2026-07-13 13:30:00,PT5M,,,
738,513,274,38,2026-07-13 13:35:00,PT5M,,,
731,511,272,38,2026-07-13 13:40:00,PT5M,,,
723,509,271,38,2026-07-13 13:45:00,PT5M,,,
715,506,269,38,2026-07-13 13:50:00,PT5M,,,
706,504,267,38,2026-07-13 13:55:00,PT5M,,,
698,501,265,38,2026-07-13 14:00:00,PT5M,,,
688,498,263,38,2026-07-13 14:05:00,PT5M,,,
679,494,261,38,2026-07-13 14:10:00,PT5M,,,
669,491,259,38,2026-07-13 14:15:00,PT5M,,,
658,487,257,38,2026-07-13 14:20:00,PT5M,,,
648,483,255,38,2026-07-13 14:25:00,PT5M,,,
636,478,253,38,2026-07-13 14:30:00,PT5M,,,
622,468,253,38,2026-07-13 14:35:00,PT5M,,,
606,452,254,38,2026-07-13 14:40:00,PT5M,,,
590,437,255,37,2026-07-13 14:45:00,PT5M,,,
574,423,255,37,2026-07-13 14:50:00,PT5M,,,
558,408,255,37,2026-07-13 14:55:00,PT5M,,,
541,393,255,37,2026-07-13 15:00:00,PT5M,,,
525,379,255,37,2026-07-13 15:05:00,PT5M,,,
509,365,253,37,2026-07-13 15:10:00,PT5M,,,
493,351,251,37,2026-07-13 15:15:00,PT5M,,,
477,338,249,37,2026-07-13 15:20:00,PT5M,,,
460,325,247,37,2026-07-13 15:25:00,PT5M,,,
444,312,244,36,2026-07-13 15:30:00,PT5M,,,
430,303,240,36,2026-07-13 15:35:00,PT5M,,,
416,297,235,36,2026-07-13 15:40:00,PT5M,,,
403,292,229,36,2026-07-13 15:45:00,PT5M,,,
389,285,224,36,2026-07-13 15:50:00,PT5M,,,
375,279,218,35,2026-07-13 15:55:00,PT5M,,,
361,272,212,35,2026-07-13 16:00:00,PT5M,,,
347,265,206,35,2026-07-13 16:05:00,PT5M,,,
332,259,200,35,2026-07-13 16:10:00,PT5M,,,
318,252,194,35,2026-07-13 16:15:00,PT5M,,,
304,245,187,34,2026-07-13 16:20:00,PT5M,,,
289,238,180,34,2026-07-13 16:25:00,PT5M,,,
275,230,174,34,2026-07-13 16:30:00,PT5M,,,
260,221,167,34,2026-07-13 16:35:00,PT5M,,,
245,211,160,34,2026-07-13 16:40:00,PT5M,,,
230,201,153,33,2026-07-13 16:45:00,PT5M,,,
216,190,146,33,2026-07-13 16:50:00,PT5M,,,
201,179,139,33,2026-07-13 16:55:00,PT5M,,,
186,167,131,33,2026-07-13 17:00:00,PT5M,,,
172,155,124,33,2026-07-13 17:05:00,PT5M,,,
157,141,116,32,2026-07-13 17:10:00,PT5M,,,
143,126,109,32,2026-07-13 17:15:00,PT5M,,,
128,109,101,32,2026-07-13 17:20:00,PT5M,,,
114,88,93,32,2026-07-13 17:25:00,PT5M,,,
99,67,85,32,2026-07-13 17:30:00,PT5M,,,
86,44,77,31,2026-07-13 17:35:00,PT5M,,,
73,20,69,31,2026-07-13 17:40:00,PT5M,,,
60,0,60,31,2026-07-13 17:45:00,PT5M,,,
49,0,49,31,2026-07-13 17:50:00,PT5M,,,
39,0,39,31,2026-07-13 17:55:00,PT5M,,,
29,0,29,31,2026-07-13 18:00:00,PT5M,,,
21,0,21,31,2026-07-13 18:05:00,PT5M,,,
14,0,14,31,2026-07-13 18:10:00,PT5M,,,
8,0,8,30,2026-07-13 18:15:00,PT5M,,,
2,0,2,30,2026-07-13 18:20:00,PT5M,,,
0,0,0,30,2026-07-13 18:25:00,PT5M,,,
0,0,0,30,2026-07-13 18:30:00,PT5M,,,
0,0,0,30,2026-07-13 18:35:00,PT5M,,,
0,0,0,30,2026-07-13 18:40:00,PT5M,,,
0,0,0,30,2026-07-13 18:45:00,PT5M,,,
0,0,0,30,2026-07-13 18:50:00,PT5M,,,
0,0,0,29,2026-07-13 18:55:00,PT5M,,,
0,0,0,29,2026-07-13 19:00:00,PT5M,,,
0,0,0,29,2026-07-13 19:05:00,PT5M,,,
0,0,0,29,2026-07-13 19:10:00,PT5M,,,
0,0,0,29,2026-07-13 19:15:00,PT5M,,,
0,0,0,29,2026-07-13 19:20:00,PT5M,,,
0,0,0,29,2026-07-13 19:25:00,PT5M,,,
0,0,0,28,2026-07-13 19:30:00,PT5M,,,
0,0,0,28,2026-07-13 19:35:00,PT5M,,,
0,0,0,28,2026-07-13 19:40:00,PT5M,,,
0,0,0,28,2026-07-13 19:45:00,PT5M,,,
0,0,0,28,2026-07-13 19:50:00,PT5M,,,
0,0,0,28,2026-07-13 19:55:00,PT5M,,,
0,0,0,28,2026-07-13 20:00:00,PT5M,,,
0,0,0,28,2026-07-13 20:05:00,PT5M,,,
0,0,0,27,2026-07-13 20:10:00,PT5M,,,
0,0,0,27,2026-07-13 20:15:00,PT5M,,,
0,0,0,27,2026-07-13 20:20:00,PT5M,,,
0,0,0,27,2026-07-13 20:25:00,PT5M,,,
0,0,0,27,2026-07-13 20:30:00,PT5M,,,
0,0,0,27,2026-07-13 20:35:00,PT5M,,,
0,0,0,27,2026-07-13 20:40:00,PT5M,,,
0,0,0,27,2026-07-13 20:45:00,PT5M,,,
0,0,0,27,2026-07-13 20:50:00,PT5M,,,
0,0,0,27,2026-07-13 20:55:00,PT5M,,,
0,0,0,27,2026-07-13 21:00:00,PT5M,,,
0,0,0,27,2026-07-13 21:05:00,PT5M,,,
0,0,0,27,2026-07-13 21:10:00,PT5M,,,
0,0,0,27,2026-07-13 21:15:00,PT5M,,,
0,0,0,26,2026-07-13 21:20:00,PT5M,,,
0,0,0,26,2026-07-13 21:25:00,PT5M,,,
0,0,0,26,2026-07-13 21:30:00,PT5M,,,
0,0,0,26,2026-07-13 21:35:00,PT5M,,,
0,0,0,26,2026-07-13 21:40:00,PT5M,,,
0,0,0,26,2026-07-13 21:45:00,PT5M,,,
0,0,0,26,2026-07-13 21:50:00,PT5M,,,
0,0,0,26,2026-07-13 21:55:00,PT5M,,,
