gti,ghi,dni,dhi,air_temp,albedo,relative_humidity,wind_speed_10m,wind_direction_10m,period_end,period,power,power_p10,power_p25,power_p75,power_p90
278,279,0,279,36,0.15,33.7,3.5,194,2026-08-31 15:50:00,PT5M,27.612,46.3495,37.4737,17.7503,8.8745
246,247,0,247,36,0.15,33.9,3.5,195,2026-08-31 15:55:00,PT5M,26.555,41.8215,34.5899,18.5201,11.2885
241,242,0,242,36,0.15,34.2,3.5,196,2026-08-31 16:00:00,PT5M,23.902,40.4245,32.5979,15.2061,7.3795
226,227,0,227,36,0.15,34.4,3.5,197,2026-08-31 16:05:00,PT5M,22.896,37.6475,30.6598,15.1322,8.1445
216,217,0,217,36,0.15,34.6,3.5,198,2026-08-31 16:10:00,PT5M,21.879,32.898,27.6784,16.0796,10.86
198,198,0,198,36,0.15,34.8,3.5,199,2026-08-31 16:15:00,PT5M,20.85,30.0945,25.7154,15.9846,11.6055
180,180,0,180,36,0.15,35.0,3.5,200,2026-08-31 16:20:00,PT5M,18.942,26.9075,23.1343,14.7497,10.9765
167,167,0,167,36,0.15,35.3,3.5,201,2026-08-31 16:25:00,PT5M,17.934,24.2885,21.2784,14.5896,11.5795
158,158,0,158,35,0.15,35.5,3.5,202,2026-08-31 16:30:00,PT5M,17.083,22.031,19.6872,14.4788,12.135
148,149,0,149,35,0.15,35.8,3.5,202,2026-08-31 16:35:00,PT5M,15.909,20.8135,18.4903,13.3277,11.0045
130,130,0,130,35,0.15,36.0,3.5,202,2026-08-31 16:40:00,PT5M,14.329,20.627,17.6437,11.0143,8.031
119,119,0,119,35,0.15,36.3,3.5,202,2026-08-31 16:45:00,PT5M,13.442,19.1705,16.457,10.427,7.7135
108,108,0,108,35,0.15,36.6,3.5,203,2026-08-31 16:50:00,PT5M,12.528,17.8515,15.3298,9.7262,7.2045
95,95,0,95,35,0.15,36.9,3.5,203,2026-08-31 16:55:00,PT5M,11.586,16.467,14.1549,9.0171,6.705
81,81,0,81,35,0.15,37.2,3.5,203,2026-08-31 17:00:00,PT5M,10.093,15.127,12.7424,7.4436,5.059
72,72,0,72,35,0.15,37.5,3.5,203,2026-08-31 17:05:00,PT5M,8.925,13.673,11.4239,6.4261,4.177
63,63,0,63,34,0.15,37.8,3.5,203,2026-08-31 17:10:00,PT5M,7.598,11.955,9.8911,5.3049,3.241
52,52,0,52,34,0.15,38.1,3.5,203,2026-08-31 17:15:00,PT5M,6.341,10.831,8.7041,3.9779,1.851
42,42,0,42,34,0.15,38.4,3.5,203,2026-08-31 17:20:00,PT5M,5.363,10.052,7.8309,2.8951,0.674
34,34,0,34,34,0.15,38.7,3.5,203,2026-08-31 17:25:00,PT5M,4.512,8.47,6.5951,2.4289,0.554
27,27,0,27,34,0.15,39.0,3.5,204,2026-08-31 17:30:00,PT5M,3.788,7.7515,5.874,1.702,0.0
24,24,0,24,34,0.15,39.5,3.5,204,2026-08-31 17:35:00,PT5M,3.148,6.918,5.1322,1.1638,0.0
21,21,0,21,33,0.15,40.1,3.5,205,2026-08-31 17:40:00,PT5M,2.561,6.5485,4.6596,0.4624,0.0
19,19,0,19,33,0.15,40.7,3.6,205,2026-08-31 17:45:00,PT5M,2.115,4.635,3.4413,0.7887,0.0
19,19,0,19,33,0.15,41.3,3.6,206,2026-08-31 17:50:00,PT5M,1.92,4.399,3.2247,0.6153,0.0
24,24,0,24,33,0.15,42.0,3.7,206,2026-08-31 17:55:00,PT5M,2.456,4.0535,3.2968,1.6152,0.8585
17,17,0,17,33,0.15,42.6,3.7,207,2026-08-31 18:00:00,PT5M,1.448,2.212,1.8501,1.0459,0.684
8,8,0,8,32,0.15,43.3,3.7,208,2026-08-31 18:05:00,PT5M,0.26,0.5125,0.3929,0.1271,0.0075
1,1,0,1,32,0.15,43.9,3.8,208,2026-08-31 18:10:00,PT5M,0.0,0.0,0.0,0.0,0.0
0,0,0,0,32,0.15,44.6,3.8,209,2026-08-31 18:15:00,PT5M,0.0,0.0,0.0,0.0,0.0
