gti,ghi,dni,dhi,air_temp,albedo,relative_humidity,wind_speed_10m,wind_direction_10m,period_end,period,power,power_p10,power_p25,power_p75,power_p90
68,86,173,58,31,0.15,50.3,6.9,228,2026-08-28 17:35:00,PT5M,14.738,17.625,16.2574,13.2186,11.851
58,64,51,57,31,0.15,50.8,6.8,228,2026-08-28 17:40:00,PT5M,8.704,13.5375,11.2479,6.1601,3.8705
41,42,0,42,31,0.15,51.2,6.8,227,2026-08-28 17:45:00,PT5M,4.677,8.6145,6.7493,2.6047,0.7395
24,25,0,25,30,0.15,51.7,6.8,227,2026-08-28 17:50:00,PT5M,2.556,4.7705,3.7215,1.3905,0.3415
19,19,0,19,30,0.15,52.2,6.8,227,2026-08-28 17:55:00,PT5M,1.863,3.7025,2.8311,0.8949,0.0235
18,18,0,18,30,0.15,52.7,6.7,227,2026-08-28 18:00:00,PT5M,1.732,2.1665,1.9607,1.5033,1.2975
10,10,0,10,30,0.15,53.1,6.7,227,2026-08-28 18:05:00,PT5M,0.651,0.948,0.8073,0.4947,0.354
3,3,0,3,30,0.15,53.6,6.7,227,2026-08-28 18:10:00,PT5M,0.0,0.0,0.0,0.0,0.0
0,0,0,0,30,0.15,54.1,6.7,226,2026-08-28 18:15:00,PT5M,0.0,0.0,0.0,0.0,0.0
0,0,0,0,30,0.15,54.6,6.6,226,2026-08-28 18:20:00,PT5M,0.0,0.0,0.0,0.0,0.0
0,0,0,0,29,0.15,55.1,6.6,226,2026-08-28 18:25:00,PT5M,0.0,0.0,0.0,0.0,0.0
0,0,0,0,29,0.15,55.7,6.6,226,2026-08-28 18:30:00,PT5M,0.0,0.0,0.0,0.0,0.0
0,0,0,0,29,0.15,56.1,6.6,226,2026-08-28 18:35:00,PT5M,0.0,0.0,0.0,0.0,0.0
0,0,0,0,29,0.15,56.6,6.6,226,2026-08-28 18:40:00,PT5M,0.0,0.0,0.0,0.0,0.0
0,0,0,0,29,0.15,57.0,6.6,225,2026-08-28 18:45:00,PT5M,0.0,0.0,0.0,0.0,0.0
0,0,0,0,29,0.15,57.5,6.6,225,2026-08-28 18:50:00,PT5M,0.0,0.0,0.0,0.0,0.0
0,0,0,0,29,0.15,57.9,6.5,225,2026-08-28 18:55:00,PT5M,0.0,0.0,0.0,0.0,0.0
0,0,0,0,29,0.15,58.4,6.5,225,2026-08-28 19:00:00,PT5M,0.0,0.0,0.0,0.0,0.0
0,0,0,0,29,0.15,58.8,6.5,225,2026-08-28 19:05:00,PT5M,0.0,0.0,0.0,0.0,0.0
