gti,ghi,dni,dhi,air_temp,albedo,relative_humidity,wind_speed_10m,wind_direction_10m,period_end,period,power,power_p10,power_p25,power_p75,power_p90
955,953,831,134,34,0.15,51.5,4.7,234,2026-09-19 12:35:00,PT5M,100.0,100.0,100.0,100.0,100.0
952,949,831,133,34,0.15,51.9,4.7,235,2026-09-19 12:40:00,PT5M,100.0,100.0,100.0,100.0,100.0
947,945,831,132,34,0.15,52.3,4.7,235,2026-09-19 12:45:00,PT5M,100.0,100.0,100.0,100.0,100.0
943,940,831,131,34,0.15,52.8,4.6,236,2026-09-19 12:50:00,PT5M,100.0,100.0,100.0,100.0,100.0
937,935,831,130,34,0.15,53.2,4.6,237,2026-09-19 12:55:00,PT5M,100.0,100.0,100.0,100.0,100.0
932,929,831,129,34,0.15,53.7,4.6,237,2026-09-19 13:00:00,PT5M,100.0,100.0,100.0,100.0,100.0
925,923,830,128,33,0.15,54.1,4.6,238,2026-09-19 13:05:00,PT5M,100.0,100.0,100.0,99.7732,99.569
918,916,830,127,33,0.15,54.6,4.5,239,2026-09-19 13:10:00,PT5M,100.0,100.0,100.0,100.0,100.0
911,909,829,126,33,0.15,55.1,4.5,239,2026-09-19 13:15:00,PT5M,100.0,100.0,100.0,99.6726,99.378
903,901,828,125,33,0.15,55.5,4.5,240,2026-09-19 13:20:00,PT5M,100.0,100.0,100.0,99.6132,99.265
895,893,827,123,33,0.15,56.0,4.5,241,2026-09-19 13:25:00,PT5M,100.0,100.0,100.0,99.9489,99.903
886,884,826,122,33,0.15,56.5,4.4,241,2026-09-19 13:30:00,PT5M,100.0,100.0,100.0,99.8818,99.7755
839,837,715,184,33,0.15,57.1,4.4,242,2026-09-19 13:35:00,PT5M,100.0,100.0,100.0,98.9758,98.054
828,827,709,185,32,0.15,58.0,4.4,241,2026-09-19 13:40:00,PT5M,100.0,100.0,100.0,94.3096,89.188
817,816,703,187,32,0.15,58.8,4.4,241,2026-09-19 13:45:00,PT5M,99.974,100.0,100.0,93.2796,87.2545
806,804,697,188,32,0.15,59.7,4.4,240,2026-09-19 13:50:00,PT5M,99.538,100.0,100.0,92.2342,85.6605
770,769,621,226,32,0.15,60.6,4.4,240,2026-09-19 13:55:00,PT5M,97.46,100.0,100.0,87.9333,79.359
758,757,614,226,32,0.15,61.5,4.4,240,2026-09-19 14:00:00,PT5M,95.3,100.0,100.0,83.802,73.4535
746,745,608,226,32,0.15,62.4,4.3,239,2026-09-19 14:05:00,PT5M,94.733,100.0,100.0,83.6334,73.6435
722,721,568,242,32,0.15,63.3,4.3,239,2026-09-19 14:10:00,PT5M,90.743,100.0,100.0,78.7379,67.933
698,697,530,257,32,0.15,64.2,4.3,239,2026-09-19 14:15:00,PT5M,90.057,100.0,100.0,77.5222,66.2405
674,673,492,271,31,0.15,65.2,4.3,238,2026-09-19 14:20:00,PT5M,87.576,100.0,100.0,75.0302,63.7385
660,660,484,270,31,0.15,66.1,4.3,238,2026-09-19 14:25:00,PT5M,84.032,100.0,97.4086,70.6554,58.616
626,626,417,295,31,0.15,67.1,4.3,238,2026-09-19 14:30:00,PT5M,82.03,100.0,96.0103,68.0497,55.467
592,592,355,316,31,0.15,67.6,4.3,238,2026-09-19 14:35:00,PT5M,76.907,100.0,91.5049,62.3091,49.1705
565,565,315,324,31,0.15,67.5,4.2,239,2026-09-19 14:40:00,PT5M,73.565,100.0,88.7795,58.3505,44.657
539,539,279,330,31,0.15,67.4,4.2,239,2026-09-19 14:45:00,PT5M,71.617,100.0,88.132,55.102,40.238
514,515,247,333,31,0.15,67.3,4.2,240,2026-09-19 14:50:00,PT5M,68.376,100.0,85.3962,51.3558,36.037
