gti,ghi,dni,dhi,air_temp,albedo,relative_humidity,wind_speed_10m,wind_direction_10m,period_end,period,power,power_p10,power_p25,power_p75,power_p90
392,393,0,393,31,0.15,63.3,6.2,230,2026-09-17 12:50:00,PT5M,47.371,55.04,51.4072,43.3348,39.702
352,353,0,353,31,0.15,63.2,6.2,230,2026-09-17 12:55:00,PT5M,42.674,56.4475,49.9231,35.4249,28.9005
350,351,0,351,31,0.15,63.1,6.3,230,2026-09-17 13:00:00,PT5M,42.372,54.3195,48.6601,36.0839,30.4245
347,349,0,349,31,0.15,63.0,6.3,230,2026-09-17 13:05:00,PT5M,42.111,53.517,48.1141,36.1079,30.705
336,337,0,337,31,0.15,62.9,6.3,230,2026-09-17 13:10:00,PT5M,40.729,49.909,45.5605,35.8975,31.549
299,300,0,300,31,0.15,62.8,6.4,230,2026-09-17 13:15:00,PT5M,36.31,49.8075,43.4138,29.2062,22.8125
288,289,0,289,31,0.15,62.7,6.4,230,2026-09-17 13:20:00,PT5M,34.969,48.8755,42.2881,27.6499,21.0625
286,286,0,286,31,0.15,62.6,6.5,230,2026-09-17 13:25:00,PT5M,34.599,47.2935,41.2802,27.9178,21.9045
275,276,0,276,31,0.15,62.5,6.5,230,2026-09-17 13:30:00,PT5M,33.262,44.777,39.3224,27.2016,21.747
249,249,0,249,31,0.15,62.8,6.5,230,2026-09-17 13:35:00,PT5M,30.112,42.4115,36.5853,23.6387,17.8125
238,239,0,239,31,0.15,63.5,6.4,229,2026-09-17 13:40:00,PT5M,28.853,40.0225,34.7316,22.9744,17.6835
236,236,0,236,31,0.15,64.2,6.3,229,2026-09-17 13:45:00,PT5M,28.485,39.035,34.0375,22.9325,17.935
225,226,0,226,31,0.15,65.0,6.3,228,2026-09-17 13:50:00,PT5M,27.241,38.009,32.9083,21.5737,16.473
215,216,0,216,30,0.15,65.7,6.2,227,2026-09-17 13:55:00,PT5M,26.014,39.402,33.0602,18.9678,12.626
212,213,0,213,30,0.15,66.4,6.1,227,2026-09-17 14:00:00,PT5M,25.624,38.348,32.3207,18.9273,12.9
209,210,0,210,30,0.15,67.2,6.0,226,2026-09-17 14:05:00,PT5M,25.218,38.0635,31.9787,18.4573,12.3725
193,193,0,193,30,0.15,67.9,6.0,225,2026-09-17 14:10:00,PT5M,23.213,35.8465,29.8621,16.5639,10.5795
196,197,0,197,30,0.15,68.7,5.9,225,2026-09-17 14:15:00,PT5M,23.572,34.6765,29.4164,17.7276,12.4675
193,193,0,193,30,0.15,69.5,5.8,224,2026-09-17 14:20:00,PT5M,23.134,33.3135,28.4915,17.7765,12.9545
189,190,0,190,30,0.15,70.3,5.8,223,2026-09-17 14:25:00,PT5M,22.674,31.641,27.3934,17.9546,13.707
185,186,0,186,30,0.15,71.1,5.7,223,2026-09-17 14:30:00,PT5M,22.2,30.9995,26.8312,17.5688,13.4005
182,182,0,182,29,0.15,71.6,5.7,222,2026-09-17 14:35:00,PT5M,21.716,30.528,26.3538,17.0782,12.904
196,197,0,197,29,0.15,71.8,5.6,223,2026-09-17 14:40:00,PT5M,23.429,31.042,27.4358,19.4222,15.816
199,200,0,200,29,0.15,72.1,5.6,223,2026-09-17 14:45:00,PT5M,23.729,31.4055,27.7692,19.6888,16.0525
212,213,0,213,29,0.15,72.3,5.6,223,2026-09-17 14:50:00,PT5M,25.245,33.5565,29.6194,20.8706,16.9335
220,220,0,220,29,0.15,72.5,5.6,224,2026-09-17 14:55:00,PT5M,26.061,35.87,31.2235,20.8985,16.252
227,227,0,227,29,0.15,72.8,5.5,224,2026-09-17 15:00:00,PT5M,26.81,39.0215,33.237,20.383,14.5985
233,234,0,234,29,0.15,73.0,5.5,224,2026-09-17 15:05:00,PT5M,27.509,41.1175,34.6713,20.3467,13.9005
239,240,0,240,29,0.15,73.3,5.5,225,2026-09-17 15:10:00,PT5M,28.142,43.8665,36.4179,19.8661,12.4175
241,242,0,242,29,0.15,73.5,5.5,225,2026-09-17 15:15:00,PT5M,28.32,45.2525,37.2317,19.4083,11.3875
246,247,0,247,29,0.15,73.8,5.4,226,2026-09-17 15:20:00,PT5M,28.839,47.558,38.6909,18.9871,10.12
251,252,1,251,29,0.15,74.0,5.4,226,2026-09-17 15:25:00,PT5M,29.294,50.439,40.4228,18.1652,8.149
253,253,7,249,29,0.15,74.3,5.4,226,2026-09-17 15:30:00,PT5M,29.767,53.8055,42.4186,17.1154,5.7285
254,255,15,246,29,0.15,74.5,5.4,226,2026-09-17 15:35:00,PT5M,30.437,56.027,43.9052,16.9688,4.847
256,257,26,242,29,0.15,74.8,5.3,225,2026-09-17 15:40:00,PT5M,31.356,58.0945,45.4287,17.2833,4.6175
259,260,42,236,28,0.15,75.1,5.3,225,2026-09-17 15:45:00,PT5M,32.494,60.662,47.319,17.669,4.326
260,261,59,229,28,0.15,75.4,5.3,224,2026-09-17 15:50:00,PT5M,33.999,64.714,50.1645,17.8335,3.284
261,262,81,220,28,0.15,75.7,5.2,223,2026-09-17 15:55:00,PT5M,35.843,68.9505,53.2677,18.4183,2.7355
262,263,107,208,28,0.15,76.0,5.2,222,2026-09-17 16:00:00,PT5M,37.845,73.537,56.63,19.06,2.153
262,263,139,195,28,0.15,76.3,5.2,221,2026-09-17 16:05:00,PT5M,40.489,81.031,61.8265,19.1515,0.0
250,251,135,187,28,0.15,76.6,5.1,221,2026-09-17 16:10:00,PT5M,39.017,78.974,60.0467,17.9873,0.0
237,238,131,179,28,0.15,76.9,5.1,220,2026-09-17 16:15:00,PT5M,37.496,76.8255,58.1954,16.7966,0.0
225,226,127,171,28,0.15,77.2,5.1,219,2026-09-17 16:20:00,PT5M,35.878,74.27,56.084,15.672,0.0
212,213,123,163,28,0.15,77.5,5.0,218,2026-09-17 16:25:00,PT5M,33.832,69.8005,52.7625,14.9015,0.0
200,201,118,155,28,0.15,77.8,5.0,217,2026-09-17 16:30:00,PT5M,31.717,65.3815,49.4349,13.9991,0.0
187,188,113,146,28,0.15,78.0,5.0,217,2026-09-17 16:35:00,PT5M,29.541,60.9285,46.0605,13.0215,0.0
175,175,107,138,28,0.15,78.2,5.0,217,2026-09-17 16:40:00,PT5M,27.322,56.4065,42.6294,12.0146,0.0
162,163,100,130,28,0.15,78.4,5.0,218,2026-09-17 16:45:00,PT5M,25.088,51.924,39.212,10.964,0.0
149,150,93,121,28,0.15,78.6,5.0,218,2026-09-17 16:50:00,PT5M,22.833,47.426,35.7765,9.8895,0.0
137,138,85,113,27,0.15,78.8,5.0,218,2026-09-17 16:55:00,PT5M,20.593,42.9575,32.3636,8.8224,0.0
124,125,77,104,27,0.15,79.0,5.0,218,2026-09-17 17:00:00,PT5M,18.467,38.637,29.0826,7.8514,0.0
112,112,66,96,27,0.15,79.2,5.1,219,2026-09-17 17:05:00,PT5M,16.167,34.2175,25.6671,6.6669,0.0
99,99,52,88,27,0.15,79.4,5.1,219,2026-09-17 17:10:00,PT5M,13.905,29.9305,22.3393,5.4707,0.0
86,87,38,79,27,0.15,79.6,5.1,219,2026-09-17 17:15:00,PT5M,11.659,25.7145,19.0565,4.2615,0.0
74,75,24,70,27,0.15,79.7,5.1,220,2026-09-17 17:20:00,PT5M,9.563,21.624,15.9108,3.2152,0.0
63,63,8,62,27,0.15,79.9,5.1,220,2026-09-17 17:25:00,PT5M,7.662,17.6695,12.929,2.395,0.0
52,52,0,52,27,0.15,80.1,5.1,220,2026-09-17 17:30:00,PT5M,6.061,14.0235,10.2517,1.8703,0.0
41,41,0,41,27,0.15,80.5,5.1,220,2026-09-17 17:35:00,PT5M,4.634,10.6765,7.8142,1.4538,0.0
31,31,0,31,27,0.15,80.9,5.2,220,2026-09-17 17:40:00,PT5M,3.389,7.7235,5.6703,1.1077,0.0
22,22,0,22,27,0.15,81.3,5.2,219,2026-09-17 17:45:00,PT5M,2.269,4.906,3.6569,0.8811,0.0
14,14,0,14,27,0.15,81.8,5.2,219,2026-09-17 17:50:00,PT5M,1.24,2.5675,1.9387,0.5413,0.0
8,8,0,8,27,0.15,82.2,5.3,219,2026-09-17 17:55:00,PT5M,0.327,0.79,0.5707,0.0833,0.0
2,2,0,2,27,0.15,82.7,5.3,218,2026-09-17 18:00:00,PT5M,0.0,0.0,0.0,0.0,0.0
0,0,0,0,27,0.15,83.1,5.4,218,2026-09-17 18:05:00,PT5M,0.0,0.0,0.0,0.0,0.0
0,0,0,0,27,0.15,83.6,5.4,218,2026-09-17 18:10:00,PT5M,0.0,0.0,0.0,0.0,0.0
0,0,0,0,26,0.15,84.0,5.4,217,2026-09-17 18:15:00,PT5M,0.0,0.0,0.0,0.0,0.0
0,0,0,0,26,0.15,84.5,5.5,217,2026-09-17 18:20:00,PT5M,0.0,0.0,0.0,0.0,0.0
0,0,0,0,26,0.15,84.9,5.5,217,2026-09-17 18:25:00,PT5M,0.0,0.0,0.0,0.0,0.0
0,0,0,0,26,0.15,85.4,5.6,216,2026-09-17 18:30:00,PT5M,0.0,0.0,0.0,0.0,0.0
0,0,0,0,26,0.15,85.9,5.6,216,2026-09-17 18:35:00,PT5M,0.0,0.0,0.0,0.0,0.0
0,0,0,0,26,0.15,86.3,5.6,217,2026-09-17 18:40:00,PT5M,0.0,0.0,0.0,0.0,0.0
0,0,0,0,26,0.15,86.8,5.6,217,2026-09-17 18:45:00,PT5M,0.0,0.0,0.0,0.0,0.0
0,0,0,0,26,0.15,87.3,5.6,217,2026-09-17 18:50:00,PT5M,0.0,0.0,0.0,0.0,0.0
0,0,0,0,26,0.15,87.7,5.5,217,2026-09-17 18:55:00,PT5M,0.0,0.0,0.0,0.0,0.0
0,0,0,0,26,0.15,88.2,5.5,217,2026-09-17 19:00:00,PT5M,0.0,0.0,0.0,0.0,0.0
0,0,0,0,26,0.15,88.7,5.5,217,2026-09-17 19:05:00,PT5M,0.0,0.0,0.0,0.0,0.0
0,0,0,0,26,0.15,89.2,5.5,218,2026-09-17 19:10:00,PT5M,0.0,0.0,0.0,0.0,0.0
0,0,0,0,26,0.15,89.7,5.5,218,2026-09-17 19:15:00,PT5M,0.0,0.0,0.0,0.0,0.0
0,0,0,0,26,0.15,90.2,5.5,218,2026-09-17 19:20:00,PT5M,0.0,0.0,0.0,0.0,0.0
0,0,0,0,25,0.15,90.7,5.5,218,2026-09-17 19:25:00,PT5M,0.0,0.0,0.0,0.0,0.0
0,0,0,0,25,0.15,91.2,5.5,218,2026-09-17 19:30:00,PT5M,0.0,0.0,0.0,0.0,0.0
0,0,0,0,25,0.15,91.5,5.5,218,2026-09-17 19:35:00,PT5M,0.0,0.0,0.0,0.0,0.0
0,0,0,0,25,0.15,91.8,5.5,219,2026-09-17 19:40:00,PT5M,0.0,0.0,0.0,0.0,0.0
0,0,0,0,25,0.15,92.0,5.5,219,2026-09-17 19:45:00,PT5M,0.0,0.0,0.0,0.0,0.0
0,0,0,0,25,0.15,92.2,5.5,219,2026-09-17 19:50:00,PT5M,0.0,0.0,0.0,0.0,0.0
